Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2019,11,14,14,30,176,557,540,138,804,664,0,10.3,49.18,0,0.13,1.2,2.2,284,55.42,19.5,781,31.2883,24.5415
2019,11,14,15,0,147,732,575,147,732,575,0,10.7,54.2,0,0.13,1.1,2.2,293,58.25,19.1,781,32.6575,25.5745
2019,11,14,15,30,193,398,394,139,672,478,3,10.7,59.71,0,0.13,1.1,2.3,305,59.72,18.7,781,21.7584,16.9968
2019,11,14,16,0,137,108,182,128,590,372,4,11.4,65.57,0,0.13,1,2.3,318,64.56,18.2,781,9.6662,7.5203
2019,11,14,16,30,111,144,156,109,485,261,3,11.4,71.71,14,0.13,0.8,2.3,332,67.46,17.5,781,7.8625,6.0747
2019,11,14,17,0,78,162,112,83,335,152,4,12.5,78.04,100,0.13,0.7,2.4,347,75.43,16.9,781,5.3589,4.0955
2019,11,14,17,30,35,67,41,43,140,56,4,12.5,84.5,100,0.13,0.7,2.4,347,75.43,16.9,781,0,0
2019,11,14,18,0,3,1,3,4,8,4,8,12.7,91.25,29,0.13,0.6,2.4,1,83.85,15.4,782,0,0
2019,11,14,18,30,0,0,0,0,0,0,8,12.7,97.98,0,0.13,0.8,2.4,6,85.47,15.1,782,0,0
2019,11,14,19,0,0,0,0,0,0,0,4,12.6,104.8,0,0.13,0.9,2.5,12,86.56,14.8,782,0,0
2019,11,14,19,30,0,0,0,0,0,0,4,12.6,111.67,0,0.13,1,2.5,18,87.8,14.6,783,0,0
2019,11,14,20,0,0,0,0,0,0,0,4,12.5,118.6,0,0.13,1.1,2.5,24,88.26,14.4,783,0,0
2019,11,14,20,30,0,0,0,0,0,0,7,12.5,125.57,0,0.13,1.2,2.5,27,89.41,14.2,783,0,0
2019,11,14,21,0,0,0,0,0,0,0,7,12.3,132.57,0,0.13,1.2,2.5,29,89.22,14,783,0,0
2019,11,14,21,30,0,0,0,0,0,0,7,12.3,139.59,0,0.13,1.3,2.5,31,90.5,13.8,784,0,0
2019,11,14,22,0,0,0,0,0,0,0,7,12,146.64,0,0.13,1.4,2.5,32,90.2,13.6,784,0,0
2019,11,14,22,30,0,0,0,0,0,0,8,12,153.7,0,0.13,1.4,2.5,33,91.38,13.4,784,0,0
2019,11,14,23,0,0,0,0,0,0,0,7,11.7,160.77,0,0.13,1.4,2.5,33,90.49,13.2,784,0,0
2019,11,14,23,30,0,0,0,0,0,0,7,11.7,167.85,0,0.13,1.5,2.5,34,92.28,12.9,784,0,0
2019,11,15,0,0,0,0,0,0,0,0,8,11.3,174.88,0,0.13,1.5,2.5,34,91.27,12.7,784,0,0
2019,11,15,0,30,0,0,0,0,0,0,7,11.3,177.71,0,0.13,1.6,2.4,35,92.48,12.5,784,0,0
2019,11,15,1,0,0,0,0,0,0,0,7,10.9,170.78,0,0.13,1.6,2.4,36,91.54,12.2,783,0,0
2019,11,15,1,30,0,0,0,0,0,0,8,10.9,163.72,0,0.13,1.6,2.4,38,92.75,12,783,0,0
2019,11,15,2,0,0,0,0,0,0,0,8,10.4,156.65,0,0.13,1.6,2.4,39,91.5,11.7,783,0,0
2019,11,15,2,30,0,0,0,0,0,0,8,10.4,149.58,0,0.13,1.5,2.4,41,92.72,11.5,783,0,0
2019,11,15,3,0,0,0,0,0,0,0,7,9.8,142.53,0,0.13,1.4,2.3,43,90.68,11.3,783,0,0
2019,11,15,3,30,0,0,0,0,0,0,7,9.8,135.5,0,0.13,1.4,2.3,44,92.5,11,783,0,0
2019,11,15,4,0,0,0,0,0,0,0,7,9.3,128.49,0,0.13,1.3,2.3,46,90.39,10.8,783,0,0
2019,11,15,4,30,0,0,0,0,0,0,7,9.3,121.51,0,0.13,1.2,2.3,48,91.6,10.6,783,0,0
2019,11,15,5,0,0,0,0,0,0,0,8,9,114.57,0,0.13,1.1,2.2,49,90.14,10.5,783,0,0
2019,11,15,5,30,0,0,0,0,0,0,4,9,107.68,0,0.13,1.1,2.2,50,91.34,10.3,783,0,0
2019,11,15,6,0,0,0,0,0,0,0,4,8.6,100.84,0,0.13,1.1,2.2,51,89.72,10.2,783,0,0
2019,11,15,6,30,0,0,0,0,0,0,4,8.6,94.08,0,0.13,1.1,2.2,52,89.84,10.2,784,0,0
2019,11,15,7,0,18,28,19,23,90,27,4,8.4,87.22,71,0.13,1.2,2.2,53,88.85,10.2,784,0,0
2019,11,15,7,30,61,132,82,62,333,115,4,8.4,80.78,100,0.13,1.4,2.2,55,85.95,10.7,784,0,0
2019,11,15,8,0,98,344,191,84,521,224,3,8.5,74.4,29,0.13,1.5,2.1,57,83.31,11.2,784,9.3898,7.2237
2019,11,15,8,30,127,358,260,99,642,338,0,8.5,68.19,0,0.13,1.6,2.1,57,78.1,12.2,785,13.5218,10.4933
2019,11,15,9,0,201,127,260,108,729,448,3,8.5,62.22,4,0.13,1.6,2.1,56,73.82,13.1,785,14.1386,11.0278
2019,11,15,9,30,216,350,409,116,786,549,3,8.5,56.57,0,0.13,1.6,2.1,55,67.42,14.5,785,22.9712,17.9718
2019,11,15,10,0,212,478,511,121,828,638,0,8.4,51.35,0,0.13,1.6,2.1,53,61.65,15.8,785,29.3701,23.0224
2019,11,15,10,30,175,708,661,127,854,713,0,8.5,46.7,0,0.13,1.5,2.1,52,57.86,16.8,785,38.6183,30.3098
2019,11,15,11,0,139,844,758,131,873,771,0,8.5,42.83,0,0.13,1.4,2.1,50,54.64,17.8,784,44.7856,35.1787
2019,11,15,11,30,243,667,754,141,871,809,0,8.5,39.94,0,0.13,1.3,2.1,48,52.63,18.4,784,44.8717,35.2639
2019,11,15,12,0,198,773,805,153,859,827,0,8.7,38.27,0,0.13,1.2,2.1,45,51.27,19,784,48.0874,37.8008
2019,11,15,12,30,158,851,829,158,851,829,0,8.7,37.97,0,0.13,1.2,2.2,41,50.57,19.2,783,49.5531,38.9546
2019,11,15,13,0,185,790,798,165,834,812,0,8.8,39.09,0,0.13,1.1,2.2,37,50.39,19.4,783,47.5829,37.3996
2019,11,15,13,30,218,692,736,164,819,777,0,8.8,41.5,0,0.13,1.1,2.2,33,50.39,19.4,783,43.6354,34.2834
2019,11,15,14,0,333,301,546,162,794,724,3,8.9,44.99,0,0.13,1,2.2,30,51.02,19.3,782,32.0659,25.1767
2019,11,15,14,30,317,115,392,168,742,651,4,8.9,49.34,0,0.13,1.1,2.3,28,51.98,19,782,22.7001,17.8044
2019,11,15,15,0,239,391,467,172,670,563,3,9.1,54.34,0,0.13,1.1,2.3,27,53.55,18.7,782,26.507,20.7569
2019,11,15,15,30,172,546,446,162,607,467,0,9.1,59.83,0,0.13,1.1,2.3,27,55.25,18.2,782,24.6129,19.2254
2019,11,15,16,0,142,219,232,148,519,362,4,9.7,65.68,0,0.13,1.1,2.3,28,58.95,17.8,782,12.3115,9.5774
2019,11,15,16,30,99,108,133,122,422,254,4,9.7,71.8,21,0.13,1.1,2.4,29,61.61,17.1,782,6.6977,5.174
2019,11,15,17,0,82,144,112,89,288,148,7,10.8,78.12,100,0.13,1.1,2.4,30,69.42,16.4,783,5.3569,4.0934
2019,11,15,17,30,38,62,44,42,111,53,8,10.8,84.56,100,0.13,1.1,2.4,30,69.42,16.4,783,0,0
2019,11,15,18,0,3,3,3,3,5,3,8,10.7,91.3,29,0.13,1.1,2.4,31,77.41,14.6,783,0,0
2019,11,15,18,30,0,0,0,0,0,0,8,10.7,98.02,0,0.13,1,2.4,34,79.94,14.1,783,0,0
2019,11,15,19,0,0,0,0,0,0,0,8,10.4,104.83,0,0.13,1,2.4,37,81.45,13.5,783,0,0
2019,11,15,19,30,0,0,0,0,0,0,4,10.4,111.7,0,0.13,1,2.4,41,83.7,13.1,784,0,0
2019,11,15,20,0,0,0,0,0,0,0,4,10,118.62,0,0.13,1,2.4,46,83.48,12.7,784,0,0
2019,11,15,20,30,0,0,0,0,0,0,8,10,125.58,0,0.13,0.9,2.4,51,85.14,12.4,784,0,0
2019,11,15,21,0,0,0,0,0,0,0,4,9.7,132.57,0,0.13,0.9,2.4,56,85.59,12,784,0,0
2019,11,15,21,30,0,0,0,0,0,0,4,9.7,139.59,0,0.13,0.9,2.4,59,86.72,11.8,784,0,0
2019,11,15,22,0,0,0,0,0,0,0,4,9.5,146.63,0,0.13,0.9,2.4,63,87,11.6,784,0,0
2019,11,15,22,30,0,0,0,0,0,0,4,9.5,153.69,0,0.13,0.8,2.4,63,87.58,11.5,784,0,0
2019,11,15,23,0,0,0,0,0,0,0,4,9.3,160.76,0,0.13,0.8,2.4,64,87.64,11.3,784,0,0
2019,11,15,23,30,0,0,0,0,0,0,4,9.3,167.83,0,0.13,0.7,2.4,64,88.22,11.2,784,0,0
2019,11,16,0,0,0,0,0,0,0,0,4,9.2,174.89,0,0.13,0.6,2.4,65,87.81,11.1,783,0,0
2019,11,16,0,30,0,0,0,0,0,0,4,9.2,177.85,0,0.13,0.6,2.4,66,88.4,11,783,0,0
2019,11,16,1,0,0,0,0,0,0,0,4,9,170.85,0,0.13,0.6,2.4,67,88.82,10.8,783,0,0
2019,11,16,1,30,0,0,0,0,0,0,0,9,163.78,0,0.13,0.6,2.4,68,89.41,10.7,783,0,0
2019,11,16,2,0,0,0,0,0,0,0,0,8.8,156.71,0,0.13,0.5,2.4,70,88.7,10.6,783,0,0
2019,11,16,2,30,0,0,0,0,0,0,3,8.8,149.65,0,0.13,0.5,2.4,74,89.89,10.4,783,0,0
2019,11,16,3,0,0,0,0,0,0,0,3,8.6,142.6,0,0.13,0.4,2.4,77,89.71,10.2,782,0,0
2019,11,16,3,30,0,0,0,0,0,0,3,8.6,135.58,0,0.13,0.4,2.3,85,90.92,10,782,0,0
2019,11,16,4,0,0,0,0,0,0,0,0,8.3,128.57,0,0.13,0.3,2.3,93,90.43,9.8,782,0,0
2019,11,16,4,30,0,0,0,0,0,0,0,8.3,121.6,0,0.13,0.3,2.3,99,91.04,9.7,782,0,0
2019,11,16,5,0,0,0,0,0,0,0,0,8,114.67,0,0.13,0.3,2.3,104,89.89,9.6,782,0,0
2019,11,16,5,30,0,0,0,0,0,0,0,8,107.78,0,0.13,0.3,2.3,99,91.11,9.4,782,0,0
2019,11,16,6,0,0,0,0,0,0,0,0,7.7,100.96,0,0.13,0.3,2.2,94,89.87,9.3,783,0,0
2019,11,16,6,30,0,0,0,0,0,0,0,7.7,94.2,0,0.13,0.3,2.2,91,88.08,9.6,783,0,0
2019,11,16,7,0,22,109,27,22,109,27,0,7.8,87.34,0,0.13,0.3,2.2,87,86.73,9.9,783,0,0
2019,11,16,7,30,57,368,115,57,368,115,0,7.8,80.92,0,0.13,0.4,2.2,80,80.62,11,783,0,0
2019,11,16,8,0,78,553,225,78,553,225,0,8.4,74.55,0,0.13,0.5,2.2,72,78.08,12.1,783,11.0464,8.4959
2019,11,16,8,30,92,668,338,92,668,338,0,8.4,68.35,0,0.13,0.5,2.1,58,68.54,14.1,783,17.5546,13.6204
2019,11,16,9,0,109,716,441,102,746,448,0,8.4,62.39,0,0.13,0.5,2.1,43,60.4,16.1,783,23.9546,18.682
2019,11,16,9,30,201,476,462,112,795,548,3,8.4,56.76,0,0.13,0.6,2.1,37,55.63,17.4,783,25.9232,20.2797
2019,11,16,10,0,208,574,565,121,829,636,0,8,51.55,0,0.13,0.7,2.1,32,49.56,18.8,783,32.4483,25.4337
2019,11,16,10,30,128,850,708,128,850,708,0,8,46.93,0,0.13,0.7,2.1,29,46.87,19.7,783,41.334,32.4395
2019,11,16,11,0,136,861,765,136,861,765,0,8.3,43.07,0,0.13,0.7,2.1,26,45.45,20.5,783,45.1702,35.4792
2019,11,16,11,30,145,861,803,145,861,803,0,8.3,40.19,0,0.13,0.8,2.2,21,44.29,20.9,782,47.7597,37.5321
2019,11,16,12,0,235,680,767,155,852,822,0,8.6,38.52,0,0.13,0.8,2.2,16,44.11,21.3,782,45.7924,35.9954
2019,11,16,12,30,349,140,459,161,844,824,4,8.6,38.22,0,0.13,0.8,2.2,11,44.38,21.2,782,27.4217,21.556
2019,11,16,13,0,191,12,200,166,827,806,4,8.9,39.32,0,0.13,0.8,2.3,6,45.23,21.2,781,11.9193,9.3681
2019,11,16,13,30,263,23,280,167,808,770,4,8.9,41.71,0,0.13,0.8,2.3,5,46.07,20.9,781,16.5916,13.0352
2019,11,16,14,0,304,64,349,169,778,717,4,9.2,45.18,0,0.13,0.8,2.3,3,48.17,20.5,781,20.4849,16.0832
2019,11,16,14,30,274,83,328,184,704,641,4,9.1,49.5,0,0.13,0.8,2.4,2,49.61,20,780,18.9831,14.8884
2019,11,16,15,0,228,79,274,199,602,549,4,9.4,54.48,0,0.13,0.8,2.4,0,52.05,19.5,780,15.5425,12.1702
2019,11,16,15,30,113,2,114,190,528,454,4,9.4,59.95,0,0.13,0.8,2.4,180,54.02,18.9,780,6.2868,4.9103
2019,11,16,16,0,60,0,60,174,429,350,4,9.7,65.78,0,0.13,0.9,2.4,360,56.88,18.4,780,3.1816,2.4748
2019,11,16,16,30,28,0,28,140,333,244,4,9.7,71.88,14,0.13,0.8,2.4,180,59.43,17.7,780,1.409,1.0883
2019,11,16,17,0,22,0,22,97,210,140,4,10.6,78.18,100,0.13,0.7,2.4,0,66.06,17,781,1.052,0.8038
2019,11,16,17,30,11,4,11,42,69,48,4,10.6,84.61,100,0.13,0.7,2.4,0,66.06,17,781,0,0
2019,11,16,18,0,2,2,2,3,2,3,4,11.2,91.35,29,0.13,0.6,2.4,8,76.46,15.3,781,0,0
2019,11,16,18,30,0,0,0,0,0,0,4,11.2,98.06,0,0.13,0.6,2.4,11,78.44,14.9,781,0,0
2019,11,16,19,0,0,0,0,0,0,0,4,10.8,104.86,0,0.13,0.6,2.4,14,78.04,14.6,782,0,0
2019,11,16,19,30,0,0,0,0,0,0,4,10.8,111.72,0,0.13,0.6,2.4,21,79.56,14.3,782,0,0
2019,11,16,20,0,0,0,0,0,0,0,4,10.6,118.63,0,0.13,0.5,2.4,28,80.71,13.9,782,0,0
2019,11,16,20,30,0,0,0,0,0,0,4,10.6,125.58,0,0.13,0.4,2.4,46,82.29,13.6,782,0,0
2019,11,16,21,0,0,0,0,0,0,0,7,10.5,132.57,0,0.13,0.3,2.4,64,83.04,13.3,782,0,0
2019,11,16,21,30,0,0,0,0,0,0,7,10.5,139.58,0,0.13,0.3,2.4,74,84.67,13,782,0,0
2019,11,16,22,0,0,0,0,0,0,0,0,10.2,146.62,0,0.13,0.2,2.4,83,84.96,12.7,782,0,0
2019,11,16,22,30,0,0,0,0,0,0,0,10.2,153.67,0,0.13,0.2,2.4,129,85.52,12.6,782,0,0
2019,11,16,23,0,0,0,0,0,0,0,7,10,160.74,0,0.13,0.2,2.4,175,85.48,12.4,782,0,0
2019,11,16,23,30,0,0,0,0,0,0,7,10,167.81,0,0.13,0.3,2.4,186,86.61,12.2,782,0,0
2019,11,17,0,0,0,0,0,0,0,0,7,9.9,174.88,0,0.13,0.3,2.4,198,86.41,12.1,782,0,0
2019,11,17,0,30,0,0,0,0,0,0,7,9.9,177.96,0,0.13,0.4,2.3,200,86.98,12,782,0,0
2019,11,17,1,0,0,0,0,0,0,0,0,9.7,170.92,0,0.13,0.4,2.3,202,87.24,11.8,781,0,0
2019,11,17,1,30,0,0,0,0,0,0,0,9.7,163.85,0,0.13,0.5,2.3,206,87.24,11.8,781,0,0
2019,11,17,2,0,0,0,0,0,0,0,0,9.6,156.78,0,0.13,0.5,2.3,209,86.83,11.7,781,0,0
2019,11,17,2,30,0,0,0,0,0,0,0,9.6,149.72,0,0.13,0.5,2.3,213,87.41,11.6,781,0,0
2019,11,17,3,0,0,0,0,0,0,0,0,9.4,142.68,0,0.13,0.6,2.2,216,86.17,11.6,780,0,0
2019,11,17,3,30,0,0,0,0,0,0,0,9.4,135.66,0,0.13,0.6,2.2,219,87.31,11.4,780,0,0
2019,11,17,4,0,0,0,0,0,0,0,0,9.2,128.66,0,0.13,0.6,2.2,222,87.27,11.2,780,0,0
2019,11,17,4,30,0,0,0,0,0,0,0,9.2,121.69,0,0.13,0.7,2.2,226,87.27,11.2,780,0,0
2019,11,17,5,0,0,0,0,0,0,0,0,9,114.77,0,0.13,0.7,2.2,230,87.04,11.1,780,0,0
2019,11,17,5,30,0,0,0,0,0,0,0,9,107.89,0,0.13,0.7,2.2,239,87.73,11,781,0,0
2019,11,17,6,0,0,0,0,0,0,0,0,9,101.07,0,0.13,0.7,2.1,248,87.78,10.9,781,0,0
2019,11,17,6,30,0,0,0,0,0,0,0,9,94.33,0,0.13,0.7,2.1,259,86.62,11.1,781,0,0
2019,11,17,7,0,21,68,24,21,68,24,0,9.4,87.47,0,0.13,0.7,2.1,269,88.38,11.3,782,0,0
2019,11,17,7,30,63,276,106,63,276,106,0,9.5,81.06,0,0.13,0.8,2.1,274,79.57,12.9,782,0,0
2019,11,17,8,0,92,453,212,92,453,212,0,10.6,74.7,0,0.13,1,2.1,278,77.48,14.5,782,10.3942,7.9923
2019,11,17,8,30,113,573,323,113,573,323,0,10.6,68.51,0,0.13,0.9,2.1,299,69.94,16.1,782,16.7527,12.996
2019,11,17,9,0,128,658,431,128,658,431,0,9.9,62.57,0,0.13,0.9,2.1,321,60.45,17.6,782,23.3837,18.2345
2019,11,17,9,30,139,718,531,139,718,531,0,9.9,56.95,0,0.13,0.9,2.1,338,56.43,18.7,782,29.7663,23.2841
2019,11,17,10,0,148,761,619,148,761,619,0,9,51.76,0,0.13,1,2.1,355,49.45,19.9,782,35.52,27.8395
2019,11,17,10,30,156,789,693,156,789,693,0,9,47.15,0,0.13,1,2.1,179,47.37,20.6,782,40.4297,31.7281
2019,11,17,11,0,202,726,730,163,807,750,0,8.7,43.3,0,0.13,1.1,2.1,3,44.47,21.3,782,43.0769,33.8335
2019,11,17,11,30,185,783,781,161,830,793,0,8.7,40.44,0,0.13,1.1,2.1,3,43.08,21.8,781,46.4236,36.4806
2019,11,17,12,0,156,850,819,156,850,819,0,8.5,38.77,0,0.13,1.1,2.2,3,41.61,22.2,781,48.87,38.4131
2019,11,17,12,30,160,845,822,160,845,822,0,8.5,38.46,0,0.13,1,2.2,3,41.31,22.3,780,49.0826,38.582
2019,11,17,13,0,163,833,805,163,833,805,0,8.4,39.55,0,0.13,1,2.2,2,40.71,22.4,780,47.9501,37.6855
2019,11,17,13,30,185,768,757,162,815,769,0,8.4,41.91,0,0.13,0.9,2.3,181,41.21,22.2,780,44.8339,35.2225
2019,11,17,14,0,321,371,582,163,789,717,3,8.5,45.36,4,0.13,0.8,2.3,359,41.95,22,780,34.1429,26.8053
2019,11,17,14,30,301,104,368,166,741,646,3,8.5,49.66,0,0.13,0.8,2.3,357,42.93,21.6,779,21.2858,16.6937
2019,11,17,15,0,259,216,384,168,673,558,3,8.6,54.61,0,0.13,0.8,2.4,355,44.39,21.2,779,21.7693,17.0452
2019,11,17,15,30,199,60,229,160,607,463,4,8.6,60.06,0,0.13,0.8,2.4,357,45.77,20.7,779,12.6206,9.8568
2019,11,17,16,0,120,63,146,147,516,358,4,9.1,65.87,0,0.13,0.8,2.4,358,49.28,20.1,779,7.7365,6.0174
2019,11,17,16,30,64,3,65,122,417,251,4,9.2,71.96,14,0.13,0.7,2.4,180,52.16,19.2,780,3.2684,2.5243
2019,11,17,17,0,20,0,20,88,282,145,4,10.8,78.25,100,0.13,0.5,2.4,3,61.44,18.3,780,0.9561,0.7304
2019,11,17,17,30,8,0,8,42,109,52,4,10.8,84.66,100,0.13,0.5,2.4,3,61.44,18.3,780,0,0
2019,11,17,18,0,1,0,1,3,5,3,4,11,91.39,29,0.13,0.5,2.4,5,71,16.3,780,0,0
2019,11,17,18,30,0,0,0,0,0,0,4,11,98.09,0,0.13,0.6,2.4,10,72.37,16,780,0,0
2019,11,17,19,0,0,0,0,0,0,0,8,10.4,104.88,0,0.13,0.7,2.4,16,70.6,15.7,781,0,0
2019,11,17,19,30,0,0,0,0,0,0,6,10.4,111.73,0,0.13,0.8,2.4,19,72.89,15.2,781,0,0
2019,11,17,20,0,0,0,0,0,0,0,7,10.5,118.63,0,0.13,0.8,2.4,22,76.11,14.7,781,0,0
2019,11,17,20,30,0,0,0,0,0,0,7,10.6,125.58,0,0.13,0.7,2.4,21,78.2,14.3,782,0,0
2019,11,17,21,0,0,0,0,0,0,0,7,10.3,132.56,0,0.13,0.6,2.4,20,79.07,13.9,782,0,0
2019,11,17,21,30,0,0,0,0,0,0,7,10.3,139.57,0,0.13,0.6,2.4,18,80.62,13.6,782,0,0
2019,11,17,22,0,0,0,0,0,0,0,7,10,146.6,0,0.13,0.5,2.4,15,80.96,13.2,782,0,0
2019,11,17,22,30,0,0,0,0,0,0,7,10,153.65,0,0.13,0.5,2.4,16,82.55,12.9,782,0,0
2019,11,17,23,0,0,0,0,0,0,0,7,9.6,160.71,0,0.13,0.5,2.4,16,82.23,12.6,782,0,0
2019,11,17,23,30,0,0,0,0,0,0,7,9.6,167.78,0,0.13,0.5,2.4,13,83.31,12.4,782,0,0
2019,11,18,0,0,0,0,0,0,0,0,7,9.4,174.85,0,0.13,0.4,2.4,11,82.98,12.2,781,0,0
2019,11,18,0,30,0,0,0,0,0,0,0,9.4,178.05,0,0.13,0.4,2.4,7,83.53,12.1,781,0,0
2019,11,18,1,0,0,0,0,0,0,0,0,9.2,170.98,0,0.13,0.3,2.4,4,82.82,12,781,0,0
2019,11,18,1,30,0,0,0,0,0,0,0,9.2,163.91,0,0.13,0.3,2.4,3,84.48,11.7,781,0,0
2019,11,18,2,0,0,0,0,0,0,0,3,8.9,156.85,0,0.13,0.3,2.4,3,84.17,11.5,781,0,0
2019,11,18,2,30,0,0,0,0,0,0,3,8.9,149.79,0,0.13,0.3,2.4,3,85.28,11.3,781,0,0
2019,11,18,3,0,0,0,0,0,0,0,0,8.6,142.76,0,0.13,0.3,2.4,3,85.36,11,781,0,0
2019,11,18,3,30,0,0,0,0,0,0,0,8.6,135.74,0,0.13,0.3,2.3,2,87.07,10.7,781,0,0
2019,11,18,4,0,0,0,0,0,0,0,7,8.3,128.75,0,0.13,0.2,2.3,0,86.93,10.4,781,0,0
2019,11,18,4,30,0,0,0,0,0,0,7,8.3,121.79,0,0.13,0.2,2.3,179,88.68,10.1,781,0,0
2019,11,18,5,0,0,0,0,0,0,0,7,8,114.87,0,0.13,0.2,2.2,358,88.46,9.8,781,0,0
2019,11,18,5,30,0,0,0,0,0,0,7,8,108,0,0.13,0.2,2.2,358,89.65,9.6,781,0,0
2019,11,18,6,0,0,0,0,0,0,0,7,7.6,101.19,0,0.13,0.2,2.2,358,88.73,9.4,781,0,0
2019,11,18,6,30,0,0,0,0,0,0,7,7.7,94.45,0,0.13,0.2,2.2,357,86.5,9.8,782,0,0
2019,11,18,7,0,12,0,12,21,94,25,7,7.8,87.6,71,0.13,0.2,2.2,355,85.04,10.2,782,0,0
2019,11,18,7,30,46,1,46,57,344,110,7,7.8,81.2,100,0.13,0.3,2.1,183,76.49,11.8,782,0,0
2019,11,18,8,0,76,5,77,79,533,218,7,7.9,74.85,43,0.13,0.4,2.1,10,69.51,13.4,782,3.7703,2.8982
2019,11,18,8,30,81,9,84,94,651,331,6,7.9,68.68,0,0.13,0.5,2.1,181,60.71,15.5,782,4.3504,3.3742
2019,11,18,9,0,131,21,141,105,732,440,6,7.7,62.75,0,0.13,0.6,2.1,352,52.53,17.5,782,7.6407,5.9575
2019,11,18,9,30,234,354,426,114,784,539,7,7.7,57.14,0,0.13,0.7,2.2,332,48.13,18.9,782,23.8572,18.6602
2019,11,18,10,0,151,740,607,122,820,627,0,7.9,51.97,0,0.13,0.7,2.2,313,45.05,20.2,782,34.8021,27.2751
2019,11,18,10,30,181,722,670,129,843,700,0,7.9,47.37,0,0.13,0.9,2.2,304,42.63,21.1,782,39.06,30.6516
2019,11,18,11,0,201,718,721,136,855,756,0,8.3,43.54,0,0.13,1.1,2.2,295,41.44,22,781,42.5179,33.3929
2019,11,18,11,30,210,717,754,134,875,798,0,8.3,40.68,0,0.13,1.2,2.3,292,40.2,22.5,781,44.7928,35.1977
2019,11,18,12,0,130,891,822,130,891,822,0,8.8,39.02,0,0.13,1.4,2.3,289,40.37,23,781,49.0217,38.5309
2019,11,18,12,30,135,881,823,135,881,823,0,8.8,38.7,0,0.13,1.4,2.4,288,40.07,23.1,780,49.1163,38.6071
2019,11,18,13,0,141,864,805,141,864,805,0,9.2,39.77,0,0.13,1.5,2.4,287,41.08,23.2,780,47.9257,37.6651
2019,11,18,13,30,142,846,770,142,846,770,0,9.2,42.11,0,0.13,1.6,2.4,286,41.52,23,779,45.5804,35.8078
2019,11,18,14,0,197,690,680,143,820,717,0,9.7,45.53,0,0.13,1.6,2.5,286,43.65,22.7,779,39.8718,31.3018
2019,11,18,14,30,223,528,564,149,771,647,0,9.7,49.81,0,0.13,1.6,2.5,288,45.27,22.1,779,32.6051,25.5699
2019,11,18,15,0,205,449,464,154,702,559,0,10.1,54.74,0,0.13,1.6,2.5,290,47.96,21.6,779,26.289,20.583
2019,11,18,15,30,152,611,456,149,631,463,0,10.1,60.16,0,0.13,1.5,2.6,293,50.06,20.9,779,25.1161,19.6148
2019,11,18,16,0,139,535,357,139,535,357,0,10.7,65.96,0,0.13,1.5,2.6,296,54.06,20.3,779,18.9042,14.7023
2019,11,18,16,30,117,398,240,116,435,250,0,10.7,72.03,11,0.13,1.2,2.6,299,57.5,19.3,779,12.0602,9.3135
2019,11,18,17,0,75,66,88,84,296,144,4,11.9,78.31,96,0.13,1,2.6,301,66.06,18.4,779,4.2056,3.2126
2019,11,18,17,30,29,16,30,40,116,51,4,11.9,84.71,100,0.13,1,2.6,301,66.06,18.4,779,0,0
2019,11,18,18,0,2,0,2,3,6,3,4,12.6,91.42,29,0.13,0.6,2.7,317,78.41,16.4,780,0,0
2019,11,18,18,30,0,0,0,0,0,0,4,12.6,98.12,0,0.13,0.6,2.7,324,80.43,16,780,0,0
2019,11,18,19,0,0,0,0,0,0,0,4,12.7,104.89,0,0.13,0.5,2.7,331,82.81,15.6,781,0,0
2019,11,18,19,30,0,0,0,0,0,0,4,12.7,111.74,0,0.13,0.5,2.6,333,84.42,15.3,781,0,0
2019,11,18,20,0,0,0,0,0,0,0,7,12.5,118.64,0,0.13,0.5,2.6,336,85.17,15,781,0,0
2019,11,18,20,30,0,0,0,0,0,0,7,12.5,125.58,0,0.13,0.5,2.6,338,86.83,14.7,781,0,0
2019,11,18,21,0,0,0,0,0,0,0,4,12.3,132.55,0,0.13,0.4,2.6,340,87.11,14.4,782,0,0
2019,11,18,21,30,0,0,0,0,0,0,4,12.3,139.55,0,0.13,0.4,2.5,342,88.81,14.1,782,0,0
2019,11,18,22,0,0,0,0,0,0,0,7,11.9,146.58,0,0.13,0.4,2.5,344,87.5,13.9,782,0,0
2019,11,18,22,30,0,0,0,0,0,0,7,11.9,153.62,0,0.13,0.4,2.5,341,89.21,13.6,782,0,0
2019,11,18,23,0,0,0,0,0,0,0,7,11.3,160.68,0,0.13,0.4,2.4,339,87.32,13.4,781,0,0
2019,11,18,23,30,0,0,0,0,0,0,0,11.3,167.74,0,0.13,0.4,2.4,336,89.04,13.1,781,0,0
2019,11,19,0,0,0,0,0,0,0,0,0,10.9,174.81,0,0.13,0.4,2.4,333,87.54,12.9,781,0,0
2019,11,19,0,30,0,0,0,0,0,0,7,10.9,178.11,0,0.13,0.4,2.3,331,89.28,12.6,781,0,0
